trial,timestamp,model_id,status,iou_wu,faultCount_max,faultCount_min,faultCurveMax,faultCurveProb,faultDecaySigma_max,faultDecaySigma_min,faultDipAngle_max,faultDipAngle_min,faultRoughSigma,faultRoughness,faultThreshold,faultThrow_max,faultThrow_min,faultZoneWidth,foldAmplitude_max,foldAmplitude_min,foldBaseShift_max,foldBaseShift_min,foldCount_max,foldCount_min,foldDamping,foldSigma_max,foldSigma_min,layerRange_max,layerRange_min,layerThickness_max,layerThickness_min,noiseLevel_max,noiseLevel_min,shearGradient_max,shearGradient_min,shearOffset_max,shearOffset_min,waveletDt,waveletDuration,waveletFreq_max,waveletFreq_min
68,2026-06-16T23:47:48.829334,model_60,COMPLETE,0.535464,12,5,9.315620994350777,0.3845114400143155,76,55,76,59,9.385522836055983,6.333820025109035,0.5742862871152526,28,15,0.5940724583933765,8,-37,4.011882792777641,-0.3275088401342967,43,12,1.3422929137013662,45,23,192,49,4,1,0.5598887766474743,0.0105257942040932,0.0117285266558908,-0.1178852484446216,2.5474116252659167,-9.330319521074909,0.0025772277387052,0.1105360851146084,89,62
69,2026-06-17T04:14:39.036659,model_61,COMPLETE,0.661123,12,6,4.304146639739408,0.4414630023997775,84,48,82,52,7.67470942211507,6.843476327280222,0.7165415111098689,31,12,0.7764757918476264,9,-38,3.952357713066763,-0.9539545605963534,39,10,1.40654793622576,48,13,194,35,3,1,0.5271792263504075,0.0112980166883002,0.0285409690850515,-0.1277174710595642,3.4201419183185147,-9.449929307015386,0.0015105275415587,0.1084180780460814,83,82
70,2026-06-17T08:43:51.748981,model_62,COMPLETE,0.557294,12,5,6.577597882371399,0.3926709793365326,78,37,79,62,9.283170132142946,6.843278108071441,0.5163895664671108,30,14,0.559811930465628,10,-34,3.887919457394822,-0.6556346746377661,38,17,1.4839720010963449,47,16,148,52,4,1,0.5794113420534458,0.012032830147561,0.0112023048675499,-0.103836014817348,2.572286201623045,-9.165265503783951,0.0014911937105456,0.1006767437937939,93,84
87,2026-06-19T18:23:20.663849,model_63,COMPLETE,0.638763,12,6,6.441307481955852,0.371048059559221,72,42,81,50,7.262892952480979,6.832990546461715,0.688438178161911,31,13,0.8270856296257648,3,-35,3.475169110253909,-0.8111242446475222,39,17,1.3988304463696617,40,15,234,88,3,1,0.5113356458728547,0.0105523193700117,0.027828183802976,-0.1234687038197463,4.830915828059064,-9.23785526472657,0.0018204803615209,0.1088834287966245,91,89
88,2026-06-19T20:34:42.511429,model_64,COMPLETE,0.649613,12,5,11.668249849986848,0.4912997094734798,71,38,80,56,9.449504836346414,6.940074794931259,0.7060971412234954,34,15,1.0065111334175727,9,-35,4.1400445445802925,-0.8435785345656945,43,20,1.2619679327222408,39,16,171,36,4,1,0.5670846464347565,0.0112674760359841,0.0140181850986167,-0.1287255398419189,3.032275443643057,-9.35006454898382,0.0027502455469063,0.107644885465241,97,90
89,2026-06-19T22:42:32.772700,model_65,COMPLETE,0.610731,11,3,11.4667681411797,0.4907096191691369,83,37,77,55,8.906616178703793,6.8246469947271065,0.7724297533826494,35,14,0.954348047471792,8,-37,4.280527312015485,-0.9805878113745232,46,22,1.3365559335863673,37,12,183,29,4,1,0.5678537504728774,0.0108753386271151,0.0171033995505243,-0.122718925038688,2.6066586603231503,-9.392971108845463,0.0028658602103583,0.1128977409622282,102,89
90,2026-06-20T00:45:28.122266,model_66,COMPLETE,0.628962,8,2,10.940737362399364,0.1503884529624705,58,48,81,62,7.860629308726706,5.8978212994425405,0.2826105847031644,35,14,0.7979675211845456,2,-28,4.458099414768084,-0.5881863806189567,54,20,0.8921175181941505,75,20,193,76,2,1,0.5330844079053191,0.0185166058059165,0.022139862171961,-0.1140782297867827,2.708872638133489,-8.62285551064075,0.0017342127441257,0.1029258828998893,92,63
91,2026-06-20T02:57:55.708300,model_67,COMPLETE,0.68287,12,6,11.391531881524148,0.0496361562089767,77,43,82,51,9.395294269504966,4.453985008774783,0.7021681381954108,28,15,0.9992925605793624,9,-36,4.330239996720132,-0.7056998017120646,41,10,1.235997506852491,44,19,163,31,4,1,0.574530028965322,0.0115165178733182,0.0292754445163547,-0.1264402758119259,2.8300403982960147,-8.693494488292345,0.0015390683257843,0.0902685012774021,98,83
92,2026-06-20T05:05:27.557522,model_68,COMPLETE,0.620792,10,4,4.9151448716568265,0.4219595066220273,69,47,80,57,7.307322856129061,6.5018273671807,0.6397512407902599,32,13,1.0873938523051598,8,-32,4.97111957122141,-0.4203588828847547,52,19,0.7504553653965067,48,14,327,54,5,1,0.6305055604667738,0.0119142503322477,0.0247902240152049,-0.125174853360387,4.645130840170387,-8.46102976148038,0.0019311423937286,0.0958266888173631,91,86
93,2026-06-20T07:09:17.795179,model_69,COMPLETE,0.592972,9,2,11.332870051804788,0.258998436328506,61,33,80,56,8.304359892850975,5.372707666248885,0.37476481123866,42,15,0.6649414874959869,0,-28,3.777901148246289,-0.3347401003386735,50,21,1.1919702955318197,41,15,289,70,2,1,0.5740537486154413,0.0269301245054144,0.0013077439139712,-0.1157040973326729,5.445844989194507,-7.649735020772027,0.0021539108416656,0.0996594181940492,82,64
94,2026-06-20T09:19:57.106138,model_70,COMPLETE,0.576125,11,6,12.217438727491349,0.0202250696342851,66,37,78,50,8.431864646378953,6.772452983405758,0.7568331797783359,31,16,1.0072188434121765,7,-37,3.9484896441682777,-0.9149883645735556,40,13,1.3826693137936656,41,19,220,25,5,1,0.5447007055731149,0.0112244268030715,0.0160632752467636,-0.1266618354127189,3.459780227828149,-9.348848230847556,0.0024885017488429,0.1033203288803079,90,73
95,2026-06-20T11:29:47.119700,model_71,COMPLETE,0.699961,10,6,9.443515039275246,0.4985885786832633,70,41,82,50,8.681947790504696,3.387286123299896,0.7258149804041092,31,15,0.9655776720403632,3,-35,4.745977006215013,-0.6444124860258419,45,10,1.4206612740372302,45,16,170,20,4,1,0.6298197214341477,0.0117323022882715,0.0279577793219859,-0.1124023388550812,3.4100979011020787,-8.85535474316226,0.0010419049051408,0.0961040417194169,97,86
96,2026-06-20T13:38:27.573236,model_72,COMPLETE,0.68128,9,6,7.433665165363995,0.0608555513318807,68,49,80,51,9.257857359784497,3.104773353683182,0.7380209618737704,32,15,0.9119192829133028,3,-35,4.432881888012643,-0.552520619906401,42,14,1.3377077646962234,44,20,205,27,3,1,0.6445714716821676,0.0193188234743139,0.0216214088452851,-0.1002716118244538,4.104043026762427,-8.62933103903085,0.0008202787114265,0.1012964656914022,98,87
97,2026-06-20T15:50:11.532794,model_73,COMPLETE,0.532067,12,6,6.249971455010705,0.2170319009769698,80,45,77,65,5.385879579360681,5.924292143378228,0.1634926323024125,36,13,1.481873770123911,4,-30,4.97669083856564,-0.9967743225108152,41,16,1.0215330593973322,48,27,215,89,3,1,0.5767306343431332,0.0285516848030429,0.0156003045921745,-0.118300423488303,3.226725514187136,-7.68931684867678,0.0012421519387016,0.0927998013110946,96,78
98,2026-06-20T18:00:16.818727,model_74,COMPLETE,0.694545,10,6,8.917585448090364,0.0656509557397701,64,48,81,50,7.736992154243285,3.433051206036757,0.8302577655519009,32,16,0.9184684179510118,1,-34,4.843475226812146,-0.7170260034081758,43,11,1.487312319265972,64,15,226,23,4,1,0.5917486824948276,0.0116297866942884,0.0254584012752874,-0.1188207263316002,4.027444104014984,-9.015815252161673,0.0012670713110294,0.0955496099746702,98,71
99,2026-06-20T20:07:08.067506,model_75,COMPLETE,0.676224,9,5,8.567258974315974,0.0667762082149903,64,40,82,55,8.528556752408,3.1625333271680565,0.8496178681609474,35,14,0.8763879083107068,4,-33,4.504166561550777,-0.2701080024578536,52,12,1.3980809500484173,44,13,145,24,4,1,0.6124256142442356,0.0149308622055412,0.0200654604363857,-0.1052155577203547,3.603464534935302,-8.441869200615121,0.0008274935426784,0.0979113725127046,92,79
100,2026-06-20T22:14:46.860041,model_76,COMPLETE,0.641545,9,5,9.93650766643631,0.0658668498348406,72,38,82,54,8.356701276989098,3.1253830171290007,0.8873490509374187,39,15,0.8748106790659219,8,-32,4.472822859497542,-0.1850814398660532,49,13,1.089246888966325,45,15,155,20,5,1,0.597768989698047,0.0119282855923861,0.0123238009555687,-0.1009190150491837,4.103915512220632,-8.146752059570924,0.0007903473618931,0.095845475131885,98,81
101,2026-06-21T00:24:27.938228,model_77,COMPLETE,0.667589,10,6,9.20354608726572,0.0638439277190291,68,50,82,52,8.241055178361353,4.260052282855117,0.804473350746429,35,16,0.8191082647358641,5,-37,4.461571456559831,-0.4012874193614445,45,19,1.361383637755834,74,15,269,25,3,1,0.5677610785065416,0.0116877985524874,0.0272071779431964,-0.1193641489919738,5.341927616331619,-9.245258724659136,0.001540702400616,0.0951141884985584,98,79
102,2026-06-21T02:33:59.554686,model_78,COMPLETE,0.666236,10,6,8.831533859563718,0.0567823166570937,63,36,81,52,7.783331403013822,4.12050066575899,0.8819283218436219,36,15,0.7910603925989386,-1,-34,4.705554011937905,-0.7309578442526841,41,13,1.458886978761845,56,20,229,34,4,1,0.6288498561383823,0.0158181614584594,0.027931539441902,-0.1061614215559937,3.216731510522156,-8.504761696002854,0.00116657681211,0.0963914934605272,95,95
103,2026-06-21T04:40:22.392602,model_79,COMPLETE,0.641809,10,4,9.012722268379608,0.0611234777283598,65,45,81,54,6.253983086047666,3.4587338774689957,0.8947312854410874,32,16,0.8250093910960977,-1,-33,4.940967730517549,-0.5665122835741738,43,10,1.4186842962267054,55,16,221,35,3,1,0.5830840742345225,0.0121115454922017,0.0183030828786469,-0.1282424078851607,4.596596820024692,-9.379429493900352,0.0007535556931884,0.0980907020330082,109,70
104,2026-06-21T06:48:03.870852,model_80,COMPLETE,0.588037,11,3,13.036545245206137,0.4303975924619026,68,49,81,61,9.601671187664644,4.34826553379044,0.1633191685905641,29,14,1.2268083876722105,-1,-27,3.2227843432154315,-0.2016862415803804,54,10,0.8064697533295573,41,27,296,57,4,1,0.5521321663837686,0.017987574202056,0.0132098362999622,-0.1021475492705837,5.607498774366779,-8.170255102393412,0.0008460389319539,0.0924534026128195,97,82
105,2026-06-21T08:57:44.540075,model_81,COMPLETE,0.652796,11,5,10.15857126129308,0.0246394245075233,62,46,82,53,7.926259181379299,3.678465297356094,0.8929106884627336,33,16,0.7886832834817257,7,-35,4.665616471743558,-0.5695455031550514,53,23,1.278095375110345,70,16,256,30,4,1,0.5765061503226924,0.0112737062971132,0.0258057231730306,-0.1099922026093985,5.272176012292548,-9.31566340626546,0.0017583105109898,0.0986332239903367,87,81
106,2026-06-21T11:07:30.726949,model_82,COMPLETE,0.660778,10,6,5.543644140215103,0.082440554990164,70,38,82,54,8.18407366462462,3.628124235518357,0.8151161286446531,39,15,0.7879779307262219,-2,-36,4.819872904509265,-0.3084349950589824,42,11,1.3240576844187228,69,18,172,28,5,1,0.6474914522436918,0.0172558496113958,0.0296557014710481,-0.0943927007318532,3.0180710303849523,-8.323596232819881,0.0014606346707527,0.0967878137688002,99,85
107,2026-06-21T13:16:35.257789,model_83,COMPLETE,0.662407,11,4,9.763359751450494,0.0805574402249643,69,40,82,52,7.913667203748376,3.70190977980376,0.823886728668399,32,16,0.7826527498591259,2,-37,4.576613019001615,-0.9104157060196654,47,11,1.2873165725918816,36,21,188,41,5,1,0.6161115968148827,0.0113534565314223,0.0292327511502842,-0.1090438736898114,3.4326442835979,-8.400112827643785,0.0009518035019793,0.0934823050013567,94,86
108,2026-06-21T15:24:59.591674,model_84,COMPLETE,0.656486,12,3,10.249789425034558,0.085305032870754,77,41,82,53,6.593347059388639,3.809464427440053,0.8417470690865868,31,16,0.8517365631586693,-1,-37,4.820207725868833,-0.8485970120152944,47,13,1.1115464250034,43,22,198,43,5,1,0.6009930689510949,0.0134841687556193,0.0261414583456647,-0.1086604000812499,4.189968131044987,-8.542353030606643,0.0011084899445026,0.099025376429188,102,87
109,2026-06-21T17:30:50.824007,model_85,COMPLETE,0.661167,7,5,9.635300969374637,0.0095101878645639,68,54,80,52,7.257351969768981,4.584881312173135,0.8279699532980676,42,16,0.7944057377968645,2,-35,4.162021728615397,-0.3761944976869116,45,19,1.0492627534034715,70,18,275,38,3,1,0.5826470248741754,0.0104325384461722,0.0264193354988773,-0.1232273526734774,5.657180225955351,-8.869876306191102,0.0015782658664993,0.0978268112479238,102,73
110,2026-06-21T19:39:12.420852,model_86,COMPLETE,0.464963,11,1,4.54006843685054,0.3322780943273259,68,50,74,60,9.97847480052304,5.613459485412163,0.6598672598183317,29,14,0.5128987851318755,9,-30,4.435515124559116,-0.752685127065671,48,25,1.08217545914587,35,27,157,65,2,1,0.5617744668358761,0.0182313844641767,0.0190770107805406,-0.1288272110842491,4.839343815408109,-8.742028300602165,0.0024704679340036,0.1027760308259975,95,92
111,2026-06-21T21:51:06.667300,model_87,COMPLETE,0.69662,10,6,8.35357477299761,0.0126708426270351,65,51,79,51,8.896563700972537,3.5220340537563883,0.8830647576689403,33,15,0.9422241357829482,5,-36,4.333716841268393,-0.6734383890584802,44,16,1.4348054872601654,48,21,179,27,2,1,0.6290469726460317,0.017300613357668,0.0208058706891514,-0.1029236992471303,3.1563435080451856,-8.588393099828508,0.0011120942660486,0.1042059442119653,94,86
112,2026-06-21T23:56:18.874023,model_88,COMPLETE,0.434985,11,2,9.080996377252934,0.0530338885262363,64,30,82,55,7.94470148940421,5.158019290214941,0.4001484219862384,28,16,1.4871613880846262,9,-25,4.004432670645574,-0.4436167301373808,47,13,0.5912963422032018,44,30,201,34,5,1,0.555372509306206,0.0141649659347787,0.0028658892466608,-0.120332574510184,2.6656883803320794,-8.872662099895745,0.0024971158280326,0.1139676819964504,99,89
113,2026-06-22T02:01:10.114367,model_89,COMPLETE,0.574694,10,2,4.177304934657113,0.4443587629315486,57,45,77,50,5.39108710377792,5.135543926793178,0.120957284200675,33,13,1.0952555442819008,3,-34,3.472924792396058,0.19163991331375,52,28,0.5674486351300517,36,28,220,77,2,1,0.6281860986341923,0.0294209228102025,0.006974393568127,-0.1257821653557819,3.249041702179212,-8.751415635309105,0.0022774967339887,0.0913768569660651,103,65
114,2026-06-22T04:04:35.786121,model_90,COMPLETE,0.660862,7,4,10.13801317165563,0.0202717361743466,63,48,81,54,6.805491858852842,4.632491528072738,0.8960331272346671,40,15,0.9131244291709796,2,-33,3.784519928847044,-0.2097440309704968,49,18,1.1577264258981492,73,18,282,25,5,1,0.6192013644454025,0.0120174164216372,0.0220810259272784,-0.1118340850578387,5.685859718076875,-8.15471886993978,0.0014160614363676,0.0969322669400911,103,67
115,2026-06-22T06:12:11.355028,model_91,COMPLETE,0.681836,8,6,6.177665902443258,0.024164786690046,69,55,80,51,9.17193053336984,4.311944822728587,0.8346879202932764,33,14,0.8930289694596873,1,-34,4.631845202071017,-0.7960220327783303,45,15,1.2950926580240707,53,18,199,38,3,1,0.6273866580972769,0.0139998713327594,0.0234380201555589,-0.104630238353323,4.000607818292156,-8.503691342386295,0.0008366209519662,0.1019532789280625,101,86
220,2026-06-22T18:55:18.087056,model_92,COMPLETE,0.650981,9,5,8.202351722835822,0.006670536527240707,68,55,77,53,9.177821356443221,4.821928167269197,0.7691006653724571,38,15,0.9853771947533234,2,-29,4.717575260932669,-0.6759815095327089,49,11,1.0458169008559337,52,20,165,55,3,1,0.6446026313901592,0.012861394603530479,0.02094397272708653,-0.10487153488684652,4.046994239280815,-8.428649679860463,0.0006855515424368672,0.1090456444766865,106,88
221,2026-06-22T21:06:04.587907,model_93,COMPLETE,0.678688,10,6,6.116982575176271,0.0061894314449956675,63,44,77,51,9.117841098611251,3.1787083383799186,0.7712374378568639,28,15,0.9866192968645089,6,-38,3.8649258490133342,-0.8453615938173489,44,14,1.3549566009312493,40,16,138,31,2,1,0.6298325506341051,0.014876273931809066,0.014596778164247953,-0.10257688113528138,3.7621369499822026,-8.771022406620357,0.002035737032843106,0.0974418003313182,96,81
222,2026-06-22T23:15:37.789625,model_94,COMPLETE,0.691574,9,6,7.782444148952813,0.007898009634308072,52,50,81,54,8.882080092351575,3.442024066240401,0.7647672659755713,29,16,0.987389956398067,0,-36,4.64525179345541,-0.7740320687204696,48,12,1.2227740560118516,62,14,264,23,5,1,0.6370084731125589,0.01862077930874112,0.018007477066516266,-0.11571869138354679,3.336361143841282,-8.503435007621567,0.0012948163620837183,0.09541297287449721,98,61
223,2026-06-23T01:25:57.575464,model_95,COMPLETE,0.675869,9,6,6.769826496537496,0.010861022266969316,69,42,77,53,6.851103931610073,3.2677383606998363,0.7552926269502105,30,14,1.0003547206641756,4,-35,3.9683310303343076,-0.9303885168018621,48,13,1.3115657519032655,41,19,166,21,3,1,0.6359084040195353,0.012777971086642892,0.010216881419107215,-0.1058550813720002,4.054525471231575,-9.08700712990459,0.001407845001959722,0.09419077218340105,85,79
224,2026-06-23T03:30:56.677510,model_96,COMPLETE,0.628962,8,2,10.940737362399364,0.15038845296247053,58,48,81,62,7.860629308726706,5.8978212994425405,0.28261058470316447,35,14,0.7979675211845456,2,-28,4.458099414768084,-0.5881863806189567,54,20,0.8921175181941505,75,20,193,76,2,1,0.5330844079053191,0.018516605805916558,0.02213986217196107,-0.11407822978678275,2.708872638133489,-8.62285551064075,0.0017342127441257655,0.10292588289988931,92,63
225,2026-06-23T05:41:40.761361,model_97,COMPLETE,0.681258,10,5,4.563390024974235,0.0051181817659675805,51,49,80,52,8.546882797250177,4.338876195923552,0.7723181309280274,34,15,0.9939409792634805,-3,-36,4.722715461021155,-0.8585371704702495,51,17,1.2487216165799906,67,16,276,21,5,1,0.6391525985638066,0.021783027887352206,0.015926001546078625,-0.1152350090634015,3.311897279267341,-8.198315367469478,0.0016313186274119632,0.09339890182862913,102,69
226,2026-06-23T07:49:56.166632,model_98,COMPLETE,0.620792,10,4,4.9151448716568265,0.42195950662202736,69,47,80,57,7.307322856129061,6.5018273671807,0.6397512407902599,32,13,1.0873938523051598,8,-32,4.97111957122141,-0.42035888288475476,52,19,0.7504553653965067,48,14,327,54,5,1,0.6305055604667738,0.011914250332247743,0.024790224015204997,-0.12517485336038706,4.645130840170387,-8.46102976148038,0.0019311423937286827,0.09582668881736313,91,86
227,2026-06-23T09:58:10.517181,model_99,COMPLETE,0.692512,9,5,6.932209197417238,0.012199906471628635,52,48,80,56,7.805037355380384,3.2453793813998444,0.7632308310547876,30,16,0.9946798628037419,-1,-35,4.703817196323645,-0.7130939596894872,50,14,1.157260192020601,61,15,254,20,5,1,0.6350333495346696,0.01857813419466313,0.011857059421629578,-0.10996013898523384,2.8778838309868777,-8.956401958537613,0.0013500529099976402,0.09378160573503638,97,60
228,2026-06-23T12:04:06.945368,model_100,COMPLETE,0.592972,9,2,11.332870051804788,0.25899843632850605,61,33,80,56,8.304359892850975,5.372707666248885,0.37476481123866,42,15,0.6649414874959869,0,-28,3.777901148246289,-0.3347401003386735,50,21,1.1919702955318197,41,15,289,70,2,1,0.5740537486154413,0.02693012450541444,0.0013077439139712165,-0.11570409733267295,5.445844989194507,-7.649735020772027,0.0021539108416656094,0.09965941819404923,82,64
229,2026-06-23T14:13:43.898207,model_101,COMPLETE,0.683232,10,5,6.799157067359101,0.021861626789203316,52,45,80,60,8.08020403836409,3.178597777202517,0.7384575405367583,29,15,1.0045519284590072,4,-35,4.868933195529819,-0.8992490826934334,46,11,1.401782177319759,58,13,254,29,4,1,0.5998374252238946,0.018306312598270712,0.01374545678113464,-0.09866826722941474,3.125981841930529,-9.005341746316489,0.0013489452603532557,0.09961490838683276,103,60
